真实浓度_logit,真实浓度_百分比,假阳性概率,假阴性概率,正确检测概率,距离阈值
-5.0,0.0066928509242848554,0.0,0.0,1.0,1.821946
-4.94949494949495,0.007037115364564376,0.0,0.0,1.0,1.77144094949495
-4.898989898989899,0.007398956049719674,0.0,0.0,1.0,1.7209358989898988
-4.848484848484849,0.0077792564202182855,0.0,0.0,1.0,1.6704308484848487
-4.797979797979798,0.008178942856282161,0.0,0.0,1.0,1.6199257979797976
-4.747474747474747,0.008598986610189428,0.0,0.0,1.0,1.5694207474747475
-4.696969696969697,0.009040405808933128,0.0,0.0,1.0,1.5189156969696973
-4.646464646464646,0.009504267527927615,0.0,0.0,1.0,1.4684106464646463
-4.595959595959596,0.009991689936208048,0.0,0.0,1.0,1.417905595959596
-4.545454545454546,0.010503844513285416,0.0,0.0,1.0,1.367400545454546
-4.494949494949495,0.011041958337494755,0.0,0.0,1.0,1.3168954949494949
-4.444444444444445,0.011607316445304631,0.0,0.0,1.0,1.2663904444444447
-4.393939393939394,0.012201264260636085,0.0,0.0,1.0,1.2158853939393937
-4.343434343434343,0.012825210092764685,0.0,0.0,1.0,1.1653803434343435
-4.292929292929293,0.013480627700845831,0.0,0.0,1.0,1.1148752929292933
-4.242424242424242,0.014169058922504333,0.0,0.0,1.0,1.0643702424242423
-4.191919191919192,0.01489211636326034,0.0,0.0,1.0,1.013865191919192
-4.141414141414142,0.015651486142818367,0.0,0.0,1.0,0.963360141414142
-4.090909090909091,0.016448930693417962,0.0,0.0,1.0,0.9128550909090909
-4.040404040404041,0.01728629160452811,1.4432899320127035e-15,0.0,0.9999999999999986,0.8623500404040407
-3.9898989898989896,0.01816549250715569,5.184741524999481e-14,0.0,0.9999999999999482,0.8118449898989897
-3.9393939393939394,0.019088541989923387,1.5452084056732929e-12,0.0,0.9999999999984548,0.7613399393939395
-3.888888888888889,0.02005753653785041,3.733868769728588e-11,0.0,0.9999999999626613,0.7108348888888889
-3.8383838383838382,0.021074663483429394,7.317103589699059e-10,0.0,0.9999999992682896,0.6603298383838383
-3.787878787878788,0.022142203958132125,1.1635418517563778e-08,0.0,0.9999999883645815,0.6098247878787881
-3.7373737373737375,0.02326253583088551,1.5024928601281573e-07,0.0,0.999999849750714,0.5593197373737375
-3.686868686868687,0.024438136618332742,1.5769887887762124e-06,0.0,0.9999984230112112,0.5088146868686869
-3.6363636363636367,0.02567158634982702,1.3468655197135249e-05,0.0,0.9999865313448029,0.45830963636363675
-3.5858585858585856,0.026965570368090237,9.373874981954966e-05,0.0,0.9999062612501805,0.4078045858585857
-3.5353535353535355,0.0283228820443032,0.0005326014253368427,0.0,0.9994673985746632,0.35729953535353554
-3.484848484848485,0.029746425384074206,0.0024762384070018406,0.0,0.9975237615929982,0.3067944848484849
-3.4343434343434343,0.031239217498255256,0.009449844004960628,0.0,0.9905501559950394,0.2562894343434343
-3.383838383838384,0.03280439090994282,0.029721765624212027,0.0,0.970278234375788,0.20578438383838416
-3.333333333333333,0.03444519566621118,0.07747052965206414,0.0,0.9225294703479359,0.1552793333333331
-3.282828282828283,0.03616500122018774,0.16860601770145323,0.0,0.8313939822985468,0.10477428282828294
-3.2323232323232323,0.03796729804599774,0.3095651234895799,0.0,0.6904348765104201,0.05426923232323233
-3.1818181818181817,0.039855698945889695,0.4862478628835759,0.0,0.5137521371164241,0.003764181818181722
-3.1313131313131315,0.04183394000551971,0.0,0.3342794251039473,0.6657205748960526,0.04674086868686844
-3.080808080808081,0.043905881149939006,0.0,0.1865365341920623,0.8134634658079377,0.09724591919191905
-3.0303030303030303,0.04607550624931942,0.0,0.08797401793442239,0.9120259820655776,0.14775096969696966
-2.9797979797979797,0.04834692271989779,0.0,0.03468963994160809,0.9653103600583919,0.19825602020202027
-2.9292929292929295,0.050724360562054344,0.0,0.011347003836984306,0.9886529961630157,0.24876107070707043
-2.878787878787879,0.05321217077391106,0.0,0.0030612082816743815,0.9969387917183257,0.29926612121212104
-2.8282828282828283,0.05581482307538942,0.0,0.0006782342656290759,0.9993217657343709,0.34977117171717165
-2.7777777777777777,0.0585369028743679,0.0,0.00012301270157926867,0.9998769872984208,0.40027622222222226
-2.7272727272727275,0.06138310740349217,0.0,1.821981428308757e-05,0.9999817801857169,0.4507812727272724
-2.676767676767677,0.06435824095339865,0.0,2.1995957136870764e-06,0.9999978004042863,0.501286323232323
